year,period,area,adjusted,laborforce,employment,unemployment,unemploymentrate,preliminary,fips,longitude,latitude
1999,November,Boise City,Yes,106348,103022,3325,3.1,No,,,
2007,December,Boise City,Yes,110510,107044,3466,3.1,No,,,
1997,January,Boise City,Yes,96517,93606,2911,3,No,,,
1998,January,Boise City,Yes,100534,97470,3063,3,No,,,
1998,February,Boise City,Yes,101266,98151,3115,3,No,,,
1997,March,Boise City,Yes,97221,94223,2998,3,No,,,
1999,April,Boise City,Yes,104532,101386,3146,3,No,,,
1997,April,Boise City,Yes,97729,94783,2945,3,No,,,
1999,May,Boise City,Yes,104883,101680,3203,3,No,,,
1999,June,Boise City,Yes,105539,102303,3235,3,No,,,
2005,September,Boise City,Yes,118654,114998,3655,3,No,,,
1997,November,Boise City,Yes,99441,96450,2990,3,No,,,
1998,November,Boise City,Yes,104497,101287,3209,3,No,,,
1998,December,Boise City,Yes,104638,101396,3241,3,No,,,
1997,December,Boise City,Yes,99980,96981,2999,3,No,,,
1999,January,Boise City,Yes,104402,101273,3129,2.9,No,,,
1999,February,Boise City,Yes,104295,101167,3128,2.9,No,,,
1999,March,Boise City,Yes,104205,101146,3058,2.9,No,,,
1997,June,Boise City,Yes,99054,96139,2914,2.9,No,,,
1999,August,Boise City,Yes,106149,103070,3079,2.9,No,,,
1997,September,Boise City,Yes,99125,96245,2880,2.9,No,,,
2005,October,Boise City,Yes,118722,115182,3539,2.9,No,,,
2005,November,Boise City,Yes,118769,115222,3546,2.9,No,,,
2007,November,Boise City,Yes,110813,107583,3229,2.9,No,,,
1999,December,Boise City,Yes,106520,103343,3177,2.9,No,,,
2006,January,Boise City,Yes,119771,116397,3373,2.8,No,,,
2006,February,Boise City,Yes,120372,116932,3439,2.8,No,,,
1997,May,Boise City,Yes,98722,95884,2838,2.8,No,,,
1997,July,Boise City,Yes,99513,96640,2873,2.8,No,,,
1997,August,Boise City,Yes,98943,96108,2835,2.8,No,,,
1997,October,Boise City,Yes,99126,96258,2868,2.8,No,,,
2006,March,Boise City,Yes,120731,117437,3293,2.7,No,,,
2007,October,Boise City,Yes,110080,107050,3030,2.7,No,,,
2005,December,Boise City,Yes,119217,115901,3316,2.7,No,,,
2006,April,Boise City,Yes,121290,118081,3208,2.6,No,,,
2007,September,Boise City,Yes,110641,107753,2887,2.6,No,,,
2006,May,Boise City,Yes,121733,118645,3087,2.5,No,,,
2007,August,Boise City,Yes,110349,107501,2848,2.5,No,,,
2007,January,Boise City,Yes,110848,108176,2672,2.4,No,,,
2006,June,Boise City,Yes,122176,119133,3043,2.4,No,,,
2006,July,Boise City,Yes,122472,119519,2953,2.4,No,,,
2007,July,Boise City,Yes,110677,107926,2750,2.4,No,,,
2007,February,Boise City,Yes,110929,108315,2613,2.3,No,,,
2007,March,Boise City,Yes,111120,108535,2585,2.3,No,,,
2007,April,Boise City,Yes,110092,107490,2602,2.3,No,,,
2007,June,Boise City,Yes,110165,107545,2619,2.3,No,,,
2006,August,Boise City,Yes,122859,120011,2848,2.3,No,,,
2006,September,Boise City,Yes,122755,119968,2786,2.2,No,,,
2006,November,Boise City,Yes,123094,120357,2737,2.2,No,,,
2007,May,Boise City,Yes,109797,107464,2333,2.1,No,,,
2006,October,Boise City,Yes,122984,120305,2679,2.1,No,,,
2006,December,Boise City,Yes,123570,120904,2666,2.1,No,,,
2010,October,Boise County,Yes,3428,3034,393,11.4,No,16015,-115.85631,43.96048
2010,November,Boise County,Yes,3412,3033,378,11.1,No,16015,-115.85631,43.96048
2010,December,Boise County,Yes,3383,3014,368,10.9,No,16015,-115.85631,43.96048
2011,May,Boise County,Yes,3471,3094,377,10.8,No,16015,-115.85631,43.96048
2011,January,Boise County,Yes,3419,3061,358,10.4,No,16015,-115.85631,43.96048
2011,March,Boise County,Yes,3434,3080,354,10.3,No,16015,-115.85631,43.96048
2011,February,Boise County,Yes,3407,3057,349,10.2,No,16015,-115.85631,43.96048
2010,January,Boise County,Yes,3428,3087,341,9.9,No,16015,-115.85631,43.96048
2010,April,Boise County,Yes,3414,3075,339,9.9,No,16015,-115.85631,43.96048
2010,June,Boise County,Yes,3393,3059,334,9.8,No,16015,-115.85631,43.96048
