year,month,areaname,adjusted,laborforce,employment,unemployment,unemploymentrate,preliminary
2005,October,Ada County,No,185961,181136,4825,2.5,No
2005,October,Ada County,Yes,186612,181295,5316,2.8,No
2011,October,Idaho,No,776464,714291,62173,8,No
2011,October,Idaho,Yes,773093,706595,66498,8.6,No
2010,October,Idaho,No,766531,703692,62839,8.1,No
2010,October,Idaho,Yes,765146,696703,68443,8.9,No
2009,October,Idaho,No,753316,693719,59597,7.9,No
2009,October,Idaho,Yes,750898,686939,63959,8.5,No
2008,October,Idaho,No,762750,724854,37896,5,No
2008,October,Idaho,Yes,759499,716425,43074,5.7,No
2007,October,Idaho,No,756424,737756,18668,2.5,No
2007,October,Idaho,Yes,754974,731661,23313,3.1,No
2006,October,Idaho,No,747701,732067,15634,2.1,No
2006,October,Idaho,Yes,744802,724108,20694,2.8,No
2005,October,Idaho,No,731344,710927,20417,2.8,No
2005,October,Idaho,Yes,727744,702453,25291,3.5,No
2011,October,United States,No,154088000,140987000,13102000,8.5,No
2011,October,United States,Yes,154057000,140297000,13759000,8.9,No
2010,October,United States,No,153652000,139749000,13903000,9,No
2010,October,United States,Yes,153709000,139072000,14636000,9.5,No
2009,October,United States,No,153635000,139088000,14547000,9.5,No
2009,October,United States,Yes,154022000,138393000,15628000,10.1,No
2008,October,United States,No,155012000,145543000,9469000,6.1,No
2008,October,United States,Yes,154953000,144778000,10176000,6.6,No
2007,October,United States,No,153516000,146743000,6773000,4.4,No
2007,October,United States,Yes,153209000,145937000,7272000,4.7,No
2006,October,United States,No,152397000,146125000,6272000,4.1,No
2006,October,United States,Yes,152041000,145314000,6727000,4.4,No
2005,October,United States,No,150304000,143340000,6964000,4.6,No
2005,October,United States,Yes,150001000,142548000,7453000,5,No
2005,November,United States,No,150239000,142968000,7271000,4.8,No
2005,November,United States,Yes,150065000,142499000,7566000,5,No
2006,November,United States,No,152590000,146014000,6576000,4.3,No
2006,November,United States,Yes,152406000,145534000,6872000,4.5,No
2007,November,United States,No,154035000,147118000,6917000,4.5,No
2007,November,United States,Yes,153845000,146584000,7261000,4.7,No
2008,November,United States,No,154624000,144609000,10015000,6.5,No
2008,November,United States,Yes,154621000,144068000,10552000,6.8,No
2009,November,United States,No,153539000,139132000,14407000,9.4,No
2009,November,United States,Yes,153795000,138590000,15206000,9.9,No
2010,November,United States,No,153698000,139415000,14282000,9.3,No
2010,November,United States,Yes,154041000,138937000,15104000,9.8,No
2011,November,United States,No,153683000,141070000,12613000,8.2,No
2011,November,United States,Yes,153937000,140614000,13323000,8.7,No
2005,November,Idaho,No,727212,703236,23976,3.3,No
2005,November,Idaho,Yes,729286,704492,24794,3.4,No
2006,November,Idaho,No,745526,726224,19302,2.6,No
2006,November,Idaho,Yes,746880,726533,20347,2.7,No
2007,November,Idaho,No,755269,732570,22699,3,No
2007,November,Idaho,Yes,755695,731493,24202,3.2,No
2008,November,Idaho,No,756938,713486,43452,5.7,No
2008,November,Idaho,Yes,758346,713231,45115,5.9,No
2009,November,Idaho,No,751164,687796,63368,8.4,No
2009,November,Idaho,Yes,751704,686586,65118,8.7,No
2010,November,Idaho,No,763879,695950,67929,8.8,No
2010,November,Idaho,Yes,765703,697252,68451,8.9,No
2011,November,Idaho,No,771941,709255,62686,8.1,No
2011,November,Idaho,Yes,774258,708712,65546,8.4,No
2005,November,Ada County,No,186744,181504,5240,2.8,No
2005,November,Ada County,Yes,187160,182014,5145,2.7,No
2006,November,Ada County,No,193782,189697,4085,2.1,No
2006,November,Ada County,Yes,194073,190020,4053,2,No
2007,November,Ada County,No,197305,191400,5905,2.9,No
2007,November,Ada County,Yes,197302,191318,5984,3,No
2008,November,Ada County,No,196028,184651,11377,5.8,No
2008,November,Ada County,Yes,196119,184781,11337,5.7,No
2009,November,Ada County,No,195071,178168,16903,8.6,No
2009,November,Ada County,Yes,194710,177978,16732,8.5,No
2010,November,Ada County,No,198218,181196,17022,8.5,No
2010,November,Ada County,Yes,198179,181658,16521,8.3,No
2011,November,Ada County,No,200915,185903,15012,7.4,No
2011,November,Ada County,Yes,200926,186001,14924,7.4,No
2005,November,Adams County,No,1827,1721,106,5.8,No
2005,November,Adams County,Yes,1878,1749,129,6.8,No
2006,November,Adams County,No,2073,1982,91,4.3,No
2006,November,Adams County,Yes,2119,2006,112,5.3,No
2007,November,Adams County,No,1894,1806,88,4.6,No
2007,November,Adams County,Yes,1933,1828,105,5.4,No
2008,November,Adams County,No,1892,1675,217,11.4,No
2008,November,Adams County,Yes,1947,1704,242,12.4,No
2009,November,Adams County,No,2081,1777,304,14.6,No
2009,November,Adams County,Yes,2134,1803,330,15.4,No
2010,November,Adams County,No,1913,1604,309,16.1,No
2010,November,Adams County,Yes,1972,1641,331,16.7,No
2011,November,Adams County,No,1834,1548,286,15.5,No
2011,November,Adams County,Yes,1895,1581,313,16.5,No
2005,November,Bannock County,No,40082,38860,1222,3,No
2005,November,Bannock County,Yes,39647,38384,1262,3.1,No
2006,November,Bannock County,No,40532,39449,1083,2.6,No
2006,November,Bannock County,Yes,40033,38892,1140,2.8,No
2007,November,Bannock County,No,41441,40243,1198,2.8,No
2007,November,Bannock County,Yes,40904,39607,1297,3.1,No
2008,November,Bannock County,No,40282,38400,1882,4.6,No
2008,November,Bannock County,Yes,39834,37830,2003,5,No
2009,November,Bannock County,No,39501,36614,2887,7.3,No
2009,November,Bannock County,Yes,39055,36006,3049,7.8,No
2010,November,Bannock County,No,40935,37703,3232,7.8,No
2010,November,Bannock County,Yes,40546,37210,3336,8.2,No
2011,November,Bannock County,No,41264,38163,3101,7.5,No
2011,November,Bannock County,Yes,40867,37588,3278,8,No
2005,November,Bear Lake County,No,2991,2905,86,2.8,No
2005,November,Bear Lake County,Yes,3040,2950,90,2.9,No
2006,November,Bear Lake County,No,2974,2913,61,2,No
2006,November,Bear Lake County,Yes,3019,2955,64,2.1,No
2007,November,Bear Lake County,No,3152,3080,72,2.2,No
2007,November,Bear Lake County,Yes,3193,3117,76,2.3,No
2008,November,Bear Lake County,No,3351,3222,129,3.8,No
2008,November,Bear Lake County,Yes,3396,3264,132,3.8,No
2009,November,Bear Lake County,No,3314,3115,199,6,No
2009,November,Bear Lake County,Yes,3353,3150,203,6,No
2010,November,Bear Lake County,No,3246,3071,175,5.3,No
2010,November,Bear Lake County,Yes,3295,3117,177,5.3,No
2011,November,Bear Lake County,No,3280,3115,165,5,No
2011,November,Bear Lake County,Yes,3327,3156,171,5.1,No
2005,November,Benewah County,No,3992,3753,239,5.9,No
2005,November,Benewah County,Yes,4015,3739,275,6.8,No
2006,November,Benewah County,No,3869,3630,239,6.1,No
2006,November,Benewah County,Yes,3897,3618,279,7.1,No
2007,November,Benewah County,No,3992,3802,190,4.7,No
2007,November,Benewah County,Yes,4017,3788,229,5.7,No
2008,November,Benewah County,No,4226,3678,548,12.9,No
2008,November,Benewah County,Yes,4302,3672,629,14.6,No
2009,November,Benewah County,No,4029,3518,511,12.6,No
2009,November,Benewah County,Yes,4073,3509,564,13.8,No
2010,November,Benewah County,No,4270,3679,591,13.8,No
2010,November,Benewah County,Yes,4316,3683,633,14.6,No
2011,November,Benewah County,No,4136,3670,466,11.2,No
2011,November,Benewah County,Yes,4178,3666,511,12.2,No
2005,November,Bingham County,No,20549,19928,621,3,No
2005,November,Bingham County,Yes,20747,20059,688,3.3,No
2006,November,Bingham County,No,20738,20270,468,2.2,No
2006,November,Bingham County,Yes,20897,20358,538,2.5,No
2007,November,Bingham County,No,22178,21657,521,2.3,No
2007,November,Bingham County,Yes,22287,21692,595,2.6,No
2008,November,Bingham County,No,22498,21559,939,4.1,No
2008,November,Bingham County,Yes,22627,21603,1023,4.5,No
2009,November,Bingham County,No,21842,20550,1292,5.9,No
2009,November,Bingham County,Yes,21934,20548,1385,6.3,No
2010,November,Bingham County,No,23170,21464,1706,7.3,No
2010,November,Bingham County,Yes,23305,21527,1778,7.6,No
2011,November,Bingham County,No,23308,21736,1572,6.7,No
2011,November,Bingham County,Yes,23434,21756,1678,7.1,No
2005,November,Blaine County,No,13722,13384,338,2.4,No
2005,November,Blaine County,Yes,14213,13873,339,2.3,No
2006,November,Blaine County,No,13514,13222,292,2.1,No
2006,November,Blaine County,Yes,14012,13709,302,2.1,No
2007,November,Blaine County,No,13111,12791,320,2.4,No
2007,November,Blaine County,Yes,13583,13248,335,2.4,No
2008,November,Blaine County,No,13116,12489,627,4.7,No
2008,November,Blaine County,Yes,13610,12972,638,4.6,No
2009,November,Blaine County,No,12563,11451,1112,8.8,No
2009,November,Blaine County,Yes,13003,11888,1115,8.5,No
2010,November,Blaine County,No,11956,10791,1165,9.7,No
2010,November,Blaine County,Yes,12382,11248,1134,9.1,No
2011,November,Blaine County,No,12042,10998,1044,8.6,No
2011,November,Blaine County,Yes,12482,11440,1041,8.3,No
2005,November,Boise County,No,3642,3528,114,3.1,No
2005,November,Boise County,Yes,3640,3510,130,3.5,No
2006,November,Boise County,No,3673,3591,82,2.2,No
2006,November,Boise County,Yes,3661,3566,95,2.6,No
2007,November,Boise County,No,3574,3451,123,3.4,No
2007,November,Boise County,Yes,3558,3423,135,3.8,No
2008,November,Boise County,No,3478,3235,243,6.9,No
2008,November,Boise County,Yes,3464,3215,248,7.1,No
2009,November,Boise County,No,3354,3067,287,8.5,No
2009,November,Boise County,Yes,3334,3046,288,8.6,No
2010,November,Boise County,No,3232,2887,345,10.6,No
2010,November,Boise County,Yes,3221,2879,342,10.6,No
2011,November,Boise County,No,3267,2962,305,9.3,No
2011,November,Boise County,Yes,3258,2948,309,9.5,No
2005,November,Bonner County,No,20231,19423,808,3.9,No
2005,November,Bonner County,Yes,20378,19485,892,4.3,No
2006,November,Bonner County,No,20270,19581,689,3.3,No
2006,November,Bonner County,Yes,20393,19619,773,3.7,No
2007,November,Bonner County,No,20618,19970,648,3.1,No
2007,November,Bonner County,Yes,20715,19974,740,3.5,No
2008,November,Bonner County,No,19974,18537,1437,7.1,No
2008,November,Bonner County,Yes,20191,18588,1603,7.9,No
2009,November,Bonner County,No,20637,18459,2178,10.5,No
2009,November,Bonner County,Yes,20857,18462,2394,11.4,No
2010,November,Bonner County,No,19676,17172,2504,12.7,No
2010,November,Bonner County,Yes,19924,17232,2691,13.5,No
2011,November,Bonner County,No,19604,17390,2214,11.2,No
2011,November,Bonner County,Yes,19854,17416,2437,12.2,No
2005,November,Bonneville County,No,48918,47768,1150,2.3,No
2005,November,Bonneville County,Yes,48791,47548,1242,2.5,No
2006,November,Bonneville County,No,49936,49002,934,1.8,No
2006,November,Bonneville County,Yes,49790,48783,1006,2,No
2007,November,Bonneville County,No,50748,49715,1033,2,No
2007,November,Bonneville County,Yes,50613,49505,1107,2.1,No
2008,November,Bonneville County,No,50186,48245,1941,3.8,No
2008,November,Bonneville County,Yes,50129,48063,2066,4.1,No
2009,November,Bonneville County,No,49902,46921,2981,5.9,No
2009,November,Bonneville County,Yes,49922,46758,3163,6.3,No
2010,November,Bonneville County,No,51058,47552,3506,6.8,No
2010,November,Bonneville County,Yes,51140,47505,3634,7.1,No
2011,November,Bonneville County,No,51358,47818,3540,6.8,No
2011,November,Bonneville County,Yes,51434,47674,3759,7.3,No
2005,November,Boundary County,No,3938,3659,279,7,No
2005,November,Boundary County,Yes,4093,3779,313,7.6,No
2006,November,Boundary County,No,4087,3796,291,7.1,No
2006,November,Boundary County,Yes,4240,3917,323,7.6,No
2007,November,Boundary County,No,4384,4140,244,5.5,No
2007,November,Boundary County,Yes,4531,4264,267,5.9,No
2008,November,Boundary County,No,4540,4113,427,9.4,No
2008,November,Boundary County,Yes,4701,4236,464,9.8,No
2009,November,Boundary County,No,4305,3746,559,12.9,No
2009,November,Boundary County,Yes,4470,3864,606,13.5,No
2010,November,Boundary County,No,4783,4079,704,14.7,No
2010,November,Boundary County,Yes,4969,4223,745,15,No
2011,November,Boundary County,No,4772,4188,584,12.2,No
2011,November,Boundary County,Yes,4961,4328,633,12.7,No
2005,November,Butte County,No,1400,1359,41,2.9,No
2005,November,Butte County,Yes,1412,1367,45,3.1,No
2006,November,Butte County,No,1399,1367,32,2.2,No
2006,November,Butte County,Yes,1412,1377,35,2.5,No
2007,November,Butte County,No,1360,1333,27,1.9,No
2007,November,Butte County,Yes,1373,1343,30,2.2,No
2008,November,Butte County,No,1348,1295,53,3.9,No
2008,November,Butte County,Yes,1366,1306,60,4.4,No
2009,November,Butte County,No,1473,1391,82,5.5,No
2009,November,Butte County,Yes,1497,1404,92,6.2,No
2010,November,Butte County,No,1480,1385,95,6.4,No
2010,November,Butte County,Yes,1507,1402,105,6.9,No
2011,November,Butte County,No,1492,1376,116,7.7,No
2011,November,Butte County,Yes,1521,1390,131,8.6,No
2005,November,Camas County,No,604,586,18,2.9,No
2005,November,Camas County,Yes,627,606,20,3.3,No
2006,November,Camas County,No,603,590,13,2.1,No
2006,November,Camas County,Yes,625,610,15,2.4,No
2007,November,Camas County,No,592,577,15,2.5,No
2007,November,Camas County,Yes,615,597,17,2.8,No
2008,November,Camas County,No,595,571,24,4,No
2008,November,Camas County,Yes,620,591,28,4.6,No
2009,November,Camas County,No,555,501,54,9.7,No
2009,November,Camas County,Yes,583,518,65,11.2,No
2010,November,Camas County,No,562,497,65,11.5,No
2010,November,Camas County,Yes,592,514,77,13.1,No
2011,November,Camas County,No,566,506,60,10.6,No
2011,November,Camas County,Yes,596,522,73,12.3,No
2005,November,Canyon County,No,78465,75531,2934,3.7,No
2005,November,Canyon County,Yes,78806,75804,3001,3.8,No
2006,November,Canyon County,No,82192,79805,2387,2.9,No
2006,November,Canyon County,Yes,82506,80080,2426,2.9,No
2007,November,Canyon County,No,83459,80138,3321,3.9,No
2007,November,Canyon County,Yes,83756,80400,3356,4,No
2008,November,Canyon County,No,84295,77713,6582,7.8,No
2008,November,Canyon County,Yes,84540,77920,6619,7.8,No
2009,November,Canyon County,No,84398,75337,9061,10.7,No
2009,November,Canyon County,Yes,84608,75508,9100,10.7,No
2010,November,Canyon County,No,85098,76040,9058,10.6,No
2010,November,Canyon County,Yes,85241,76358,8882,10.4,No
2011,November,Canyon County,No,86881,78016,8865,10.2,No
2011,November,Canyon County,Yes,87089,78185,8904,10.2,No
2005,November,Caribou County,No,3291,3171,120,3.6,No
2005,November,Caribou County,Yes,3321,3194,126,3.8,No
2006,November,Caribou County,No,3328,3236,92,2.7,No
2006,November,Caribou County,Yes,3357,3257,99,2.9,No
2007,November,Caribou County,No,3873,3783,90,2.3,No
2007,November,Caribou County,Yes,3905,3807,97,2.4,No
2008,November,Caribou County,No,3875,3708,167,4.3,No
2008,November,Caribou County,Yes,3918,3746,172,4.3,No
2009,November,Caribou County,No,3315,3100,215,6.4,No
2009,November,Caribou County,Yes,3351,3131,219,6.5,No
2010,November,Caribou County,No,3884,3592,292,7.5,No
2010,November,Caribou County,Yes,3937,3642,294,7.4,No
2011,November,Caribou County,No,3927,3657,270,6.8,No
2011,November,Caribou County,Yes,3980,3701,279,7,No
2005,November,Cassia County,No,9993,9547,446,4.4,No
2005,November,Cassia County,Yes,10140,9679,460,4.5,No
2006,November,Cassia County,No,10133,9875,258,2.5,No
2006,November,Cassia County,Yes,10280,10001,278,2.7,No
2007,November,Cassia County,No,10768,10473,295,2.7,No
2007,November,Cassia County,Yes,10907,10587,320,2.9,No
2008,November,Cassia County,No,11141,10707,434,3.8,No
2008,November,Cassia County,Yes,11296,10840,455,4,No
2009,November,Cassia County,No,10083,9470,613,6,No
2009,November,Cassia County,Yes,10211,9574,637,6.2,No
2010,November,Cassia County,No,11441,10714,727,6.3,No
2010,November,Cassia County,Yes,11617,10872,745,6.4,No
2011,November,Cassia County,No,11575,10814,761,6.5,No
2011,November,Cassia County,Yes,11751,10951,799,6.8,No
2005,November,Clark County,No,536,515,21,3.9,No
2005,November,Clark County,Yes,536,518,18,3.4,No
2006,November,Clark County,No,528,512,16,3,No
2006,November,Clark County,Yes,528,514,14,2.7,No
2007,November,Clark County,No,555,541,14,2.5,No
2007,November,Clark County,Yes,569,556,12,2.2,No
2008,November,Clark County,No,583,553,30,5.1,No
2008,November,Clark County,Yes,591,565,26,4.4,No
2009,November,Clark County,No,538,496,42,7.8,No
2009,November,Clark County,Yes,540,503,36,6.8,No
2010,November,Clark County,No,562,508,54,9.6,No
2010,November,Clark County,Yes,562,515,46,8.3,No
2011,November,Clark County,No,554,505,49,8.8,No
2011,November,Clark County,Yes,555,511,43,7.8,No
2005,November,Clearwater County,No,3235,2954,281,8.6,No
2005,November,Clearwater County,Yes,3284,2995,289,8.8,No
2006,November,Clearwater County,No,3223,2984,239,7.4,No
2006,November,Clearwater County,Yes,3277,3024,252,7.7,No
2007,November,Clearwater County,No,3079,2893,186,6,No
2007,November,Clearwater County,Yes,3133,2928,204,6.5,No
2008,November,Clearwater County,No,3259,2862,397,12.1,No
2008,November,Clearwater County,Yes,3320,2906,414,12.4,No
2009,November,Clearwater County,No,3346,2900,446,13.3,No
2009,November,Clearwater County,Yes,3401,2941,460,13.5,No
2010,November,Clearwater County,No,3337,2843,494,14.8,No
2010,November,Clearwater County,Yes,3391,2891,500,14.7,No
2011,November,Clearwater County,No,3292,2851,441,13.3,No
2011,November,Clearwater County,Yes,3351,2893,457,13.6,No
2005,November,Custer County,No,2580,2475,105,4,No
2005,November,Custer County,Yes,2677,2567,110,4.1,No
2006,November,Custer County,No,2371,2296,75,3.1,No
2006,November,Custer County,Yes,2469,2388,80,3.2,No
2007,November,Custer County,No,2255,2176,79,3.5,No
2007,November,Custer County,Yes,2359,2275,84,3.5,No
2008,November,Custer County,No,2292,2176,116,5,No
2008,November,Custer County,Yes,2413,2292,120,5,No
2009,November,Custer County,No,2505,2351,154,6.1,No
2009,November,Custer County,Yes,2644,2486,157,5.9,No
2010,November,Custer County,No,2320,2146,174,7.5,No
2010,November,Custer County,Yes,2465,2285,180,7.3,No
2011,November,Custer County,No,2446,2255,191,7.8,No
2011,November,Custer County,Yes,2599,2396,203,7.8,No
2005,November,Elmore County,No,10618,10184,434,4,No
2005,November,Elmore County,Yes,10822,10399,423,3.9,No
2006,November,Elmore County,No,10661,10306,355,3.3,No
2006,November,Elmore County,Yes,10876,10526,349,3.2,No
2007,November,Elmore County,No,11233,10763,470,4.1,No
2007,November,Elmore County,Yes,11456,10983,473,4.1,No
2008,November,Elmore County,No,11172,10421,751,6.7,No
2008,November,Elmore County,Yes,11387,10648,738,6.4,No
2009,November,Elmore County,No,11116,10163,953,8.5,No
2009,November,Elmore County,Yes,11294,10366,928,8.2,No
2010,November,Elmore County,No,11279,10285,994,8.8,No
2010,November,Elmore County,Yes,11473,10527,946,8.2,No
2011,November,Elmore County,No,10812,9866,946,8.7,No
2011,November,Elmore County,Yes,11000,10077,922,8.3,No
2005,November,Franklin County,No,6221,6077,144,2.3,No
2005,November,Franklin County,Yes,6119,5959,159,2.6,No
2006,November,Franklin County,No,6391,6282,109,1.7,No
2006,November,Franklin County,Yes,6251,6130,120,1.9,No
2007,November,Franklin County,No,5975,5873,102,1.7,No
