year,month,area,adjusted,laborforce,employment,unemployment,unemploymentrate,preliminary,fips,longitude,latitude,id
2011,November,Payette County,Yes,11037,10059,977,8.8,Yes,16075,-116.72054,44.02052,2011-November-Payette County
2011,November,Payette County,No,11105,10134,971,8.7,Yes,16075,-116.72054,44.02052,2011-November-Payette County
2011,November,Pocatello,Yes,27605,25333,2272,8.2,Yes,,,,2011-November-Pocatello
2011,November,Pocatello,No,27862,25722,2140,7.6,Yes,,,,2011-November-Pocatello
2011,November,Power County,Yes,3505,3185,319,9.1,Yes,16077,-112.76845,42.75285,2011-November-Power County
2011,November,Power County,No,3550,3242,308,8.6,Yes,16077,-112.76845,42.75285,2011-November-Power County
2011,November,Shoshone County,No,5855,5085,770,13.1,Yes,16079,-115.91047,47.17469,2011-November-Shoshone County
2011,November,Shoshone County,Yes,5909,5143,765,12.9,Yes,16079,-115.91047,47.17469,2011-November-Shoshone County
2011,November,Teton County,No,4424,4118,306,6.9,Yes,16081,-111.19176,43.78458,2011-November-Teton County
2011,November,Teton County,Yes,4851,4549,301,6.2,Yes,16081,-111.19176,43.78458,2011-November-Teton County
2011,November,Twin Falls,Yes,22444,20511,1933,8.6,Yes,,,,2011-November-Twin Falls
2011,November,Twin Falls,No,22358,20551,1807,8,Yes,,,,2011-November-Twin Falls
2011,November,Twin Falls County,Yes,39703,36507,3195,8,Yes,16083,-114.67589,42.33525,2011-November-Twin Falls County
2011,November,Twin Falls County,No,39840,36763,3077,7.7,Yes,16083,-114.67589,42.33525,2011-November-Twin Falls County
2011,November,United States,Yes,153883000,140580000,13303000,8.6,No,,,,2011-November-United States
2011,November,United States,No,153683000,141070000,12613000,8.2,No,,,,2011-November-United States
2011,November,Valley County,Yes,4459,3825,634,14.2,Yes,16085,-115.79264,44.92047,2011-November-Valley County
2011,November,Valley County,No,4305,3700,605,14,Yes,16085,-115.79264,44.92047,2011-November-Valley County
2011,November,Washington County,Yes,4691,4227,463,9.8,Yes,16087,-116.75486,44.36587,2011-November-Washington County
2011,November,Washington County,No,4763,4298,465,9.7,Yes,16087,-116.75486,44.36587,2011-November-Washington County
2011,October,Ada County,No,196825,181609,15216,7.7,No,16001,-116.24203,43.47877,2011-October-Ada County
2011,October,Ada County,Yes,196423,181389,15034,7.6,No,16001,-116.24203,43.47877,2011-October-Ada County
2011,October,Adams County,Yes,1857,1518,338,18.2,No,16003,-116.49161,44.98826,2011-October-Adams County
2011,October,Adams County,No,1807,1552,255,14.1,No,16003,-116.49161,44.98826,2011-October-Adams County
2011,October,Bannock County,Yes,40166,36823,3343,8.3,No,16005,-112.14302,42.58364,2011-October-Bannock County
2011,October,Bannock County,No,40899,37760,3139,7.6,No,16005,-112.14302,42.58364,2011-October-Bannock County
2011,October,Bear Lake County,Yes,3267,3083,183,5.6,No,16007,-111.2845,42.22822,2011-October-Bear Lake County
2011,October,Bear Lake County,No,3296,3134,162,4.9,No,16007,-111.2845,42.22822,2011-October-Bear Lake County
2011,October,Benewah County,Yes,4120,3558,561,13.6,No,16009,-116.64994,47.24378,2011-October-Benewah County
2011,October,Benewah County,No,4037,3579,458,11.3,No,16009,-116.64994,47.24378,2011-October-Benewah County
2011,October,Bingham County,Yes,23370,21660,1710,7.3,No,16011,-112.36241,43.21123,2011-October-Bingham County
2011,October,Bingham County,No,24526,23011,1515,6.1,No,16011,-112.36241,43.21123,2011-October-Bingham County
2011,October,Blaine County,Yes,12153,11061,1091,8.9,No,16013,-113.96644,43.47434,2011-October-Blaine County
2011,October,Blaine County,No,12040,11029,1011,8.3,No,16013,-113.96644,43.47434,2011-October-Blaine County
2011,October,Boise City,Yes,109316,100744,8571,7.8,No,,,,2011-October-Boise City
2011,October,Boise City,No,108994,100604,8390,7.6,No,,,,2011-October-Boise City
2011,October,Boise County,Yes,3445,3107,338,9.8,No,16015,-115.85631,43.96048,2011-October-Boise County
2011,October,Boise County,No,3407,3126,281,8.2,No,16015,-115.85631,43.96048,2011-October-Boise County
2011,October,Bonner County,Yes,19925,17360,2565,12.8,No,16017,-116.59315,48.27518,2011-October-Bonner County
2011,October,Bonner County,No,19417,17223,2194,11.2,No,16017,-116.59315,48.27518,2011-October-Bonner County
2011,October,Bonneville County,Yes,50292,46568,3724,7.4,No,16019,-111.54553,43.45087,2011-October-Bonneville County
2011,October,Bonneville County,No,50765,47402,3363,6.6,No,16019,-111.54553,43.45087,2011-October-Bonneville County
2011,October,Boundary County,Yes,4951,4276,675,13.6,No,16021,-116.56271,48.79876,2011-October-Boundary County
2011,October,Boundary County,No,4789,4226,563,11.7,No,16021,-116.56271,48.79876,2011-October-Boundary County
2011,October,Butte County,Yes,1480,1356,123,8.3,No,16023,-113.18414,43.64482,2011-October-Butte County
2011,October,Butte County,No,1510,1402,108,7.1,No,16023,-113.18414,43.64482,2011-October-Butte County
2011,October,Caldwell,Yes,19701,17359,2342,11.8,No,,,,2011-October-Caldwell
2011,October,Caldwell,No,19312,17287,2025,10.4,No,,,,2011-October-Caldwell
2011,October,Camas County,Yes,543,483,60,11.1,No,16025,-114.82437,43.50937,2011-October-Camas County
2011,October,Camas County,No,532,483,49,9.2,No,16025,-114.82437,43.50937,2011-October-Camas County
2011,October,Canyon County,Yes,85911,76728,9182,10.6,No,16027,-116.68654,43.67796,2011-October-Canyon County
2011,October,Canyon County,No,85316,76792,8524,9.9,No,16027,-116.68654,43.67796,2011-October-Canyon County
2011,October,Caribou County,Yes,3965,3669,296,7.4,No,16029,-111.66607,42.75387,2011-October-Caribou County
2011,October,Caribou County,No,4020,3763,257,6.3,No,16029,-111.66607,42.75387,2011-October-Caribou County
2011,October,Cassia County,Yes,11343,10521,822,7.2,No,16031,-113.57285,42.35804,2011-October-Cassia County
2011,October,Cassia County,No,11983,11237,746,6.2,No,16031,-113.57285,42.35804,2011-October-Cassia County
2011,October,Clark County,Yes,558,505,53,9.5,No,16033,-112.37555,44.19756,2011-October-Clark County
2011,October,Clark County,No,595,553,42,7,No,16033,-112.37555,44.19756,2011-October-Clark County
2011,October,Clearwater County,Yes,3231,2734,497,15.3,No,16035,-115.56204,46.67757,2011-October-Clearwater County
2011,October,Clearwater County,No,3181,2779,402,12.6,No,16035,-115.56204,46.67757,2011-October-Clearwater County
2011,October,Coeur D 'Alene,Yes,22630,20195,2434,10.7,No,,,,2011-October-Coeur D 'Alene
2011,October,Coeur D 'Alene,No,22351,20272,2079,9.3,No,,,,2011-October-Coeur D 'Alene
2011,October,Custer County,Yes,2582,2389,193,7.5,No,16037,-114.26143,44.33319,2011-October-Custer County
2011,October,Custer County,No,2616,2460,156,5.9,No,16037,-114.26143,44.33319,2011-October-Custer County
2011,October,Elmore County,Yes,11069,10071,998,9,No,16039,-115.52645,43.11543,2011-October-Elmore County
2011,October,Elmore County,No,10983,10031,952,8.6,No,16039,-115.52645,43.11543,2011-October-Elmore County
2011,October,Franklin County,Yes,6038,5689,348,5.7,No,16041,-111.76147,42.21003,2011-October-Franklin County
2011,October,Franklin County,No,6178,5848,330,5.3,No,16041,-111.76147,42.21003,2011-October-Franklin County
2011,October,Fremont County,Yes,5700,5145,555,9.7,No,16043,-111.479,44.22427,2011-October-Fremont County
2011,October,Fremont County,No,6106,5654,452,7.4,No,16043,-111.479,44.22427,2011-October-Fremont County
2011,October,Gem County,Yes,7054,6230,824,11.6,No,16045,-116.35892,44.03249,2011-October-Gem County
2011,October,Gem County,No,6992,6262,730,10.4,No,16045,-116.35892,44.03249,2011-October-Gem County
2011,October,Gooding County,Yes,8847,8259,588,6.6,No,16047,-114.74943,42.91806,2011-October-Gooding County
2011,October,Gooding County,No,8885,8396,489,5.5,No,16047,-114.74943,42.91806,2011-October-Gooding County
2011,October,Grangeville Slma,Yes,9010,8061,948,10.5,No,,,,2011-October-Grangeville Slma
2011,October,Grangeville Slma,No,8890,8073,817,9.1,No,,,,2011-October-Grangeville Slma
2011,October,Hailey Slma,Yes,12697,11545,1152,9,No,,,,2011-October-Hailey Slma
2011,October,Hailey Slma,No,12572,11512,1060,8.4,No,,,,2011-October-Hailey Slma
2011,October,Idaho,Yes,759180,692743,66437,8.7,No,,,,2011-October-Idaho
2011,October,Idaho,No,763595,702304,61291,8,No,,,,2011-October-Idaho
2011,October,Idaho County,Yes,7256,6419,837,11.5,No,16049,-115.72374,45.90195,2011-October-Idaho County
2011,October,Idaho County,No,7149,6430,719,10,No,16049,-115.72374,45.90195,2011-October-Idaho County
2011,October,Jefferson County,Yes,11512,10655,857,7.4,No,16051,-112.24937,43.76409,2011-October-Jefferson County
2011,October,Jefferson County,No,11578,10815,763,6.5,No,16051,-112.24937,43.76409,2011-October-Jefferson County
2011,October,Jerome County,Yes,10446,9659,787,7.5,No,16053,-114.32879,42.71282,2011-October-Jerome County
2011,October,Jerome County,No,10482,9783,699,6.6,No,16053,-114.32879,42.71282,2011-October-Jerome County
2011,October,Kootenai County,Yes,70553,63083,7469,10.5,No,16055,-116.62221,47.75684,2011-October-Kootenai County
2011,October,Kootenai County,No,70102,63535,6567,9.3,No,16055,-116.62221,47.75684,2011-October-Kootenai County
2011,October,Latah County,Yes,17331,16025,1305,7.5,No,16057,-116.67642,46.73604,2011-October-Latah County
2011,October,Latah County,No,17531,16355,1176,6.7,No,16057,-116.67642,46.73604,2011-October-Latah County
2011,October,Lemhi County,Yes,3480,3090,390,11.2,No,16059,-113.92306,45.03646,2011-October-Lemhi County
2011,October,Lemhi County,No,3518,3190,328,9.3,No,16059,-113.92306,45.03646,2011-October-Lemhi County
2011,October,Lewis County,Yes,1753,1642,110,6.3,No,16061,-116.40541,46.26648,2011-October-Lewis County
2011,October,Lewis County,No,1741,1643,98,5.6,No,16061,-116.40541,46.26648,2011-October-Lewis County
2011,October,Lincoln County,Yes,2649,2312,336,12.7,No,16063,-114.16944,43.04964,2011-October-Lincoln County
2011,October,Lincoln County,No,2662,2401,261,9.8,No,16063,-114.16944,43.04964,2011-October-Lincoln County
2011,October,Madison County,Yes,16606,15558,1047,6.3,No,16065,-111.55837,43.75083,2011-October-Madison County
2011,October,Madison County,No,17929,16843,1086,6,No,16065,-111.55837,43.75083,2011-October-Madison County
2011,October,Minidoka County,Yes,10398,9681,717,6.8,No,16067,-113.58081,42.841,2011-October-Minidoka County
2011,October,Minidoka County,No,10996,10387,609,5.5,No,16067,-113.58081,42.841,2011-October-Minidoka County
2011,October,Nez Perce County,Yes,18310,17066,1244,6.7,No,16069,-116.62288,46.41818,2011-October-Nez Perce County
2011,October,Nez Perce County,No,18139,16966,1173,6.4,No,16069,-116.62288,46.41818,2011-October-Nez Perce County
2011,October,Oneida County,Yes,2290,2171,119,5.2,No,16071,-112.52451,42.20598,2011-October-Oneida County
2011,October,Oneida County,No,2376,2263,113,4.7,No,16071,-112.52451,42.20598,2011-October-Oneida County
2011,October,Owyhee County,No,4424,4198,226,5.1,No,16073,-116.06229,42.68274,2011-October-Owyhee County
2011,October,Owyhee County,Yes,4404,4187,216,4.9,No,16073,-116.06229,42.68274,2011-October-Owyhee County
2011,October,Payette County,Yes,11059,9989,1069,9.6,No,16075,-116.72054,44.02052,2011-October-Payette County
2011,October,Payette County,No,11351,10375,976,8.5,No,16075,-116.72054,44.02052,2011-October-Payette County
2011,October,Pocatello,Yes,28197,25903,2293,8.1,No,,,,2011-October-Pocatello
2011,October,Pocatello,No,28335,26250,2085,7.3,No,,,,2011-October-Pocatello
2011,October,Power County,Yes,3537,3216,321,9,No,16077,-112.76845,42.75285,2011-October-Power County
2011,October,Power County,No,3544,3309,235,6.6,No,16077,-112.76845,42.75285,2011-October-Power County
2011,October,Shoshone County,Yes,6032,5167,865,14.3,No,16079,-115.91047,47.17469,2011-October-Shoshone County
2011,October,Shoshone County,No,5868,5120,748,12.7,No,16079,-115.91047,47.17469,2011-October-Shoshone County
2011,October,Teton County,Yes,4868,4523,344,7,No,16081,-111.19176,43.78458,2011-October-Teton County
2011,October,Teton County,No,4845,4553,292,6,No,16081,-111.19176,43.78458,2011-October-Teton County
2011,October,Twin Falls,Yes,22163,20278,1885,8.5,No,,,,2011-October-Twin Falls
2011,October,Twin Falls,No,22171,20451,1720,7.7,No,,,,2011-October-Twin Falls
2011,October,Twin Falls County,Yes,39150,36049,3100,7.9,No,16083,-114.67589,42.33525,2011-October-Twin Falls County
2011,October,Twin Falls County,No,39448,36583,2865,7.2,No,16083,-114.67589,42.33525,2011-October-Twin Falls County
2011,October,United States,Yes,154198000,140302000,13897000,9,No,,,,2011-October-United States
2011,October,United States,No,154088000,140987000,13102000,8.5,No,,,,2011-October-United States
2011,October,Valley County,Yes,4476,3803,672,15,No,16085,-115.79264,44.92047,2011-October-Valley County
2011,October,Valley County,No,4390,3854,536,12.2,No,16085,-115.79264,44.92047,2011-October-Valley County
2011,October,Washington County,Yes,4753,4245,508,10.6,No,16087,-116.75486,44.36587,2011-October-Washington County
2011,October,Washington County,No,4816,4388,428,8.8,No,16087,-116.75486,44.36587,2011-October-Washington County
2011,September,Ada County,No,195523,180381,15142,7.7,No,16001,-116.24203,43.47877,2011-September-Ada County
2011,September,Ada County,Yes,195267,180105,15161,7.7,No,16001,-116.24203,43.47877,2011-September-Ada County
2011,September,Adams County,Yes,1789,1454,335,18.7,No,16003,-116.49161,44.98826,2011-September-Adams County
2011,September,Adams County,No,1778,1536,242,13.6,No,16003,-116.49161,44.98826,2011-September-Adams County
2011,September,Bannock County,Yes,39772,36456,3315,8.3,No,16005,-112.14302,42.58364,2011-September-Bannock County
2011,September,Bannock County,No,40030,36912,3118,7.7,No,16005,-112.14302,42.58364,2011-September-Bannock County
2011,September,Bear Lake County,Yes,3367,3186,181,5.3,No,16007,-111.2845,42.22822,2011-September-Bear Lake County
2011,September,Bear Lake County,No,3439,3282,157,4.5,No,16007,-111.2845,42.22822,2011-September-Bear Lake County
2011,September,Benewah County,Yes,4195,3599,595,14.1,No,16009,-116.64994,47.24378,2011-September-Benewah County
2011,September,Benewah County,No,4097,3646,451,11,No,16009,-116.64994,47.24378,2011-September-Benewah County
2011,September,Bingham County,Yes,23339,21675,1663,7.1,No,16011,-112.36241,43.21123,2011-September-Bingham County
2011,September,Bingham County,No,24140,22552,1588,6.5,No,16011,-112.36241,43.21123,2011-September-Bingham County
2011,September,Blaine County,Yes,12158,11063,1094,9,No,16013,-113.96644,43.47434,2011-September-Blaine County
2011,September,Blaine County,No,12161,11179,982,8,No,16013,-113.96644,43.47434,2011-September-Blaine County
2011,September,Boise County,Yes,3419,3086,332,9.7,No,16015,-115.85631,43.96048,2011-September-Boise County
2011,September,Boise County,No,3351,3105,246,7.3,No,16015,-115.85631,43.96048,2011-September-Boise County
2011,September,Bonner County,Yes,19888,17125,2763,13.8,No,16017,-116.59315,48.27518,2011-September-Bonner County
2011,September,Bonner County,No,19519,17396,2123,10.8,No,16017,-116.59315,48.27518,2011-September-Bonner County
2011,September,Bonneville County,Yes,50087,46573,3514,7,No,16019,-111.54553,43.45087,2011-September-Bonneville County
2011,September,Bonneville County,No,50387,47001,3386,6.7,No,16019,-111.54553,43.45087,2011-September-Bonneville County
2011,September,Boundary County,Yes,4975,4260,715,14.3,No,16021,-116.56271,48.79876,2011-September-Boundary County
2011,September,Boundary County,No,4931,4364,567,11.4,No,16021,-116.56271,48.79876,2011-September-Boundary County
2011,September,Butte County,Yes,1500,1383,117,7.8,No,16023,-113.18414,43.64482,2011-September-Butte County
2011,September,Butte County,No,1509,1409,100,6.6,No,16023,-113.18414,43.64482,2011-September-Butte County
2011,September,Camas County,Yes,538,482,56,10.4,No,16025,-114.82437,43.50937,2011-September-Camas County
2011,September,Camas County,No,535,489,46,8.5,No,16025,-114.82437,43.50937,2011-September-Camas County
2011,September,Canyon County,Yes,86152,76196,9955,11.5,No,16027,-116.68654,43.67796,2011-September-Canyon County
2011,September,Canyon County,No,85041,76273,8768,10.3,No,16027,-116.68654,43.67796,2011-September-Canyon County
2011,September,Caribou County,Yes,3935,3630,305,7.7,No,16029,-111.66607,42.75387,2011-September-Caribou County
2011,September,Caribou County,No,3933,3671,262,6.6,No,16029,-111.66607,42.75387,2011-September-Caribou County
2011,September,Cassia County,Yes,11390,10594,796,6.9,No,16031,-113.57285,42.35804,2011-September-Cassia County
2011,September,Cassia County,No,11660,10904,756,6.4,No,16031,-113.57285,42.35804,2011-September-Cassia County
2011,September,Clark County,Yes,559,501,57,10.3,No,16033,-112.37555,44.19756,2011-September-Clark County
2011,September,Clark County,No,578,536,42,7.2,No,16033,-112.37555,44.19756,2011-September-Clark County
2011,September,Clearwater County,Yes,3177,2661,515,16.2,No,16035,-115.56204,46.67757,2011-September-Clearwater County
2011,September,Clearwater County,No,3151,2758,393,12.4,No,16035,-115.56204,46.67757,2011-September-Clearwater County
2011,September,Custer County,Yes,2522,2326,196,7.7,No,16037,-114.26143,44.33319,2011-September-Custer County
2011,September,Custer County,No,2717,2566,151,5.5,No,16037,-114.26143,44.33319,2011-September-Custer County
2011,September,Elmore County,Yes,11221,10185,1035,9.2,No,16039,-115.52645,43.11543,2011-September-Elmore County
2011,September,Elmore County,No,11299,10327,972,8.6,No,16039,-115.52645,43.11543,2011-September-Elmore County
2011,September,Franklin County,Yes,6054,5693,361,5.9,No,16041,-111.76147,42.21003,2011-September-Franklin County
2011,September,Franklin County,No,6114,5811,303,4.9,No,16041,-111.76147,42.21003,2011-September-Franklin County
2011,September,Fremont County,Yes,5690,5148,541,9.5,No,16043,-111.479,44.22427,2011-September-Fremont County
2011,September,Fremont County,No,5623,5171,452,8,No,16043,-111.479,44.22427,2011-September-Fremont County
2011,September,Gem County,Yes,7100,6185,915,12.8,No,16045,-116.35892,44.03249,2011-September-Gem County
2011,September,Gem County,No,6997,6220,777,11.1,No,16045,-116.35892,44.03249,2011-September-Gem County
2011,September,Gooding County,Yes,8916,8299,617,6.9,No,16047,-114.74943,42.91806,2011-September-Gooding County
2011,September,Gooding County,No,8876,8359,517,5.8,No,16047,-114.74943,42.91806,2011-September-Gooding County
2011,September,Idaho,Yes,758518,690404,68114,8.9,No,,,,2011-September-Idaho
2011,September,Idaho,No,760116,698482,61634,8.1,No,,,,2011-September-Idaho
2011,September,Idaho County,Yes,7296,6415,881,12,No,16049,-115.72374,45.90195,2011-September-Idaho County
2011,September,Idaho County,No,7341,6635,706,9.6,No,16049,-115.72374,45.90195,2011-September-Idaho County
2011,September,Jefferson County,No,11500,10724,776,6.7,No,16051,-112.24937,43.76409,2011-September-Jefferson County
2011,September,Jefferson County,Yes,11417,10647,770,6.7,No,16051,-112.24937,43.76409,2011-September-Jefferson County
2011,September,Jerome County,Yes,10478,9627,851,8.1,No,16053,-114.32879,42.71282,2011-September-Jerome County
2011,September,Jerome County,No,10519,9793,726,6.9,No,16053,-114.32879,42.71282,2011-September-Jerome County
2011,September,Kootenai County,Yes,70195,62392,7802,11.1,No,16055,-116.62221,47.75684,2011-September-Kootenai County
2011,September,Kootenai County,No,70143,63589,6554,9.3,No,16055,-116.62221,47.75684,2011-September-Kootenai County
2011,September,Latah County,Yes,17573,16203,1369,7.7,No,16057,-116.67642,46.73604,2011-September-Latah County
2011,September,Latah County,No,17561,16333,1228,6.9,No,16057,-116.67642,46.73604,2011-September-Latah County
2011,September,Lemhi County,Yes,3609,3212,396,10.9,No,16059,-113.92306,45.03646,2011-September-Lemhi County
2011,September,Lemhi County,No,3714,3399,315,8.4,No,16059,-113.92306,45.03646,2011-September-Lemhi County
2011,September,Lewis County,Yes,1748,1641,107,6.1,No,16061,-116.40541,46.26648,2011-September-Lewis County
2011,September,Lewis County,No,1792,1695,97,5.4,No,16061,-116.40541,46.26648,2011-September-Lewis County
2011,September,Lincoln County,Yes,2678,2339,338,12.6,No,16063,-114.16944,43.04964,2011-September-Lincoln County
2011,September,Lincoln County,No,2697,2435,262,9.7,No,16063,-114.16944,43.04964,2011-September-Lincoln County
2011,September,Madison County,No,16599,15404,1195,7.1,No,16065,-111.55837,43.75083,2011-September-Madison County
2011,September,Madison County,Yes,16560,15402,1158,6.9,No,16065,-111.55837,43.75083,2011-September-Madison County
2011,September,Minidoka County,Yes,10555,9836,719,6.8,No,16067,-113.58081,42.841,2011-September-Minidoka County
2011,September,Minidoka County,No,10748,10079,669,6.2,No,16067,-113.58081,42.841,2011-September-Minidoka County
2011,September,Nez Perce County,Yes,18481,17169,1312,7.1,No,16069,-116.62288,46.41818,2011-September-Nez Perce County
2011,September,Nez Perce County,No,18172,17003,1169,6.4,No,16069,-116.62288,46.41818,2011-September-Nez Perce County
2011,September,Oneida County,Yes,2326,2202,123,5.3,No,16071,-112.52451,42.20598,2011-September-Oneida County
2011,September,Oneida County,No,2322,2204,118,5,No,16071,-112.52451,42.20598,2011-September-Oneida County
2011,September,Owyhee County,No,4404,4169,235,5.3,No,16073,-116.06229,42.68274,2011-September-Owyhee County
2011,September,Owyhee County,Yes,4383,4153,229,5.2,No,16073,-116.06229,42.68274,2011-September-Owyhee County
2011,September,Payette County,Yes,11035,9956,1079,9.7,No,16075,-116.72054,44.02052,2011-September-Payette County
2011,September,Payette County,No,11208,10279,929,8.2,No,16075,-116.72054,44.02052,2011-September-Payette County
2011,September,Power County,Yes,3521,3184,337,9.5,No,16077,-112.76845,42.75285,2011-September-Power County
2011,September,Power County,No,3483,3234,249,7.1,No,16077,-112.76845,42.75285,2011-September-Power County
2011,September,Shoshone County,Yes,6133,5214,919,14.9,No,16079,-115.91047,47.17469,2011-September-Shoshone County
2011,September,Shoshone County,No,5989,5266,723,12,No,16079,-115.91047,47.17469,2011-September-Shoshone County
2011,September,Teton County,Yes,5069,4757,312,6.1,No,16081,-111.19176,43.78458,2011-September-Teton County
2011,September,Teton County,No,5400,5149,251,4.6,No,16081,-111.19176,43.78458,2011-September-Teton County
2011,September,Twin Falls County,Yes,38989,35969,3020,7.7,No,16083,-114.67589,42.33525,2011-September-Twin Falls County
2011,September,Twin Falls County,No,39526,36621,2905,7.3,No,16083,-114.67589,42.33525,2011-September-Twin Falls County
2011,September,United States,Yes,154017000,140025000,13992000,9.1,No,,,,2011-September-United States
2011,September,United States,No,154022000,140502000,13520000,8.8,No,,,,2011-September-United States
2011,September,Valley County,Yes,4526,3823,702,15.5,No,16085,-115.79264,44.92047,2011-September-Valley County
2011,September,Valley County,No,4643,4111,532,11.4,No,16085,-115.79264,44.92047,2011-September-Valley County
2011,September,Washington County,Yes,4911,4375,535,10.9,No,16087,-116.75486,44.36587,2011-September-Washington County
2011,September,Washington County,No,4968,4513,455,9.1,No,16087,-116.75486,44.36587,2011-September-Washington County
2010,April,Ada County,Yes,195424,177993,17431,8.9,No,16001,-116.24203,43.47877,2010-April-Ada County
2010,April,Ada County,No,195023,178118,16905,8.6,No,16001,-116.24203,43.47877,2010-April-Ada County
2010,April,Adams County,No,2137,1715,422,19.7,No,16003,-116.49161,44.98826,2010-April-Adams County
2010,April,Adams County,Yes,2099,1789,309,14.7,No,16003,-116.49161,44.98826,2010-April-Adams County
2010,April,Bannock County,Yes,39825,36542,3282,8.2,No,16005,-112.14302,42.58364,2010-April-Bannock County
2010,April,Bannock County,No,40038,36756,3282,8.1,No,16005,-112.14302,42.58364,2010-April-Bannock County
2010,April,Bear Lake County,No,3233,2999,234,7.2,No,16007,-111.2845,42.22822,2010-April-Bear Lake County
2010,April,Bear Lake County,Yes,3277,3050,227,6.9,No,16007,-111.2845,42.22822,2010-April-Bear Lake County
2010,April,Benewah County,No,4183,3501,682,16.3,No,16009,-116.64994,47.24378,2010-April-Benewah County
2010,April,Benewah County,Yes,4094,3627,466,11.3,No,16009,-116.64994,47.24378,2010-April-Benewah County
2010,April,Bingham County,Yes,22266,20649,1617,7.2,No,16011,-112.36241,43.21123,2010-April-Bingham County
2010,April,Bingham County,No,22326,20745,1581,7,No,16011,-112.36241,43.21123,2010-April-Bingham County
2010,April,Blaine County,No,12433,11118,1315,10.5,No,16013,-113.96644,43.47434,2010-April-Blaine County
2010,April,Blaine County,Yes,12834,11618,1215,9.4,No,16013,-113.96644,43.47434,2010-April-Blaine County
2010,April,Boise City,Yes,108404,98825,9578,8.8,No,,,,2010-April-Boise City
2010,April,Boise City,No,108095,98670,9425,8.7,No,,,,2010-April-Boise City
2010,April,Boise County,No,3468,3066,402,11.5,No,16015,-115.85631,43.96048,2010-April-Boise County
2010,April,Boise County,Yes,3414,3075,339,9.9,No,16015,-115.85631,43.96048,2010-April-Boise County
2010,April,Bonner County,No,20616,17831,2785,13.5,No,16017,-116.59315,48.27518,2010-April-Bonner County
2010,April,Bonner County,Yes,20757,18456,2300,11,No,16017,-116.59315,48.27518,2010-April-Bonner County
2010,April,Bonneville County,No,50351,46919,3432,6.8,No,16019,-111.54553,43.45087,2010-April-Bonneville County
2010,April,Bonneville County,Yes,50692,47260,3431,6.7,No,16019,-111.54553,43.45087,2010-April-Bonneville County
2010,April,Boundary County,No,4624,3866,758,16.3,No,16021,-116.56271,48.79876,2010-April-Boundary County
2010,April,Boundary County,Yes,4550,3854,695,15.2,No,16021,-116.56271,48.79876,2010-April-Boundary County
2010,April,Butte County,No,1537,1432,105,6.8,No,16023,-113.18414,43.64482,2010-April-Butte County
2010,April,Butte County,Yes,1537,1440,97,6.3,No,16023,-113.18414,43.64482,2010-April-Butte County
2010,April,Caldwell,Yes,19482,16958,2523,12.9,No,,,,2010-April-Caldwell
2010,April,Caldwell,No,19420,16954,2466,12.6,No,,,,2010-April-Caldwell
2010,April,Camas County,No,567,487,80,14.1,No,16025,-114.82437,43.50937,2010-April-Camas County
2010,April,Camas County,Yes,576,510,65,11.4,No,16025,-114.82437,43.50937,2010-April-Camas County
2010,April,Canyon County,Yes,85370,75354,10016,11.7,No,16027,-116.68654,43.67796,2010-April-Canyon County
2010,April,Canyon County,No,85077,75316,9761,11.4,No,16027,-116.68654,43.67796,2010-April-Canyon County
2010,April,Caribou County,Yes,3364,3087,276,8.2,No,16029,-111.66607,42.75387,2010-April-Caribou County
2010,April,Caribou County,No,3345,3079,266,7.9,No,16029,-111.66607,42.75387,2010-April-Caribou County
2010,April,Cassia County,No,10329,9567,762,7.3,No,16031,-113.57285,42.35804,2010-April-Cassia County
2010,April,Cassia County,Yes,10388,9646,742,7.1,No,16031,-113.57285,42.35804,2010-April-Cassia County
2010,April,Clark County,Yes,540,498,41,7.6,No,16033,-112.37555,44.19756,2010-April-Clark County
2010,April,Clark County,No,527,487,40,7.5,No,16033,-112.37555,44.19756,2010-April-Clark County
2010,April,Clearwater County,No,3531,2863,668,18.9,No,16035,-115.56204,46.67757,2010-April-Clearwater County
2010,April,Clearwater County,Yes,3421,2936,485,14.1,No,16035,-115.56204,46.67757,2010-April-Clearwater County
2010,April,Custer County,No,2567,2373,194,7.5,No,16037,-114.26143,44.33319,2010-April-Custer County
2010,April,Custer County,Yes,2676,2493,182,6.8,No,16037,-114.26143,44.33319,2010-April-Custer County
2010,April,Elmore County,Yes,11432,10332,1100,9.6,No,16039,-115.52645,43.11543,2010-April-Elmore County
2010,April,Elmore County,No,11374,10354,1020,8.9,No,16039,-115.52645,43.11543,2010-April-Elmore County
2010,April,Franklin County,Yes,5838,5503,334,5.7,No,16041,-111.76147,42.21003,2010-April-Franklin County
2010,April,Franklin County,No,5790,5471,319,5.5,No,16041,-111.76147,42.21003,2010-April-Franklin County
2010,April,Fremont County,No,5723,5117,606,10.5,No,16043,-111.479,44.22427,2010-April-Fremont County
2010,April,Fremont County,Yes,5702,5156,545,9.5,No,16043,-111.479,44.22427,2010-April-Fremont County
2010,April,Gem County,No,6986,6142,844,12,No,16045,-116.35892,44.03249,2010-April-Gem County
2010,April,Gem County,Yes,6992,6159,832,11.9,No,16045,-116.35892,44.03249,2010-April-Gem County
2010,April,Gooding County,Yes,8711,8083,627,7.2,No,16047,-114.74943,42.91806,2010-April-Gooding County
